Directory,Id,Test Run ID,Test Case ID,Name,Status,Executed By,Executed End,Application,Module,Requirement,Requirement Name,Defect IDs
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77752,77752,57752,"Master Data end-to-end scenario 252 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1035,Master Data requirement 35,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77753,77753,57753,"Master Data end-to-end scenario 253 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1036,Master Data requirement 36,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77754,77754,57754,"Master Data end-to-end scenario 254 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1036,Master Data requirement 36,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77755,77755,57755,"Master Data end-to-end scenario 255 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1036,Master Data requirement 36,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77756,77756,57756,"Master Data end-to-end scenario 256 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1036,Master Data requirement 36,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77757,77757,57757,"Master Data end-to-end scenario 257 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1036,Master Data requirement 36,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77758,77758,57758,"Master Data end-to-end scenario 258 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1036,Master Data requirement 36,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77759,77759,57759,"Master Data end-to-end scenario 259 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1036,Master Data requirement 36,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77760,77760,57760,"Master Data end-to-end scenario 260 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1037,Master Data requirement 37,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77761,77761,57761,"Master Data end-to-end scenario 261 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1037,Master Data requirement 37,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77762,77762,57762,"Master Data end-to-end scenario 262 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1037,Master Data requirement 37,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77763,77763,57763,"Master Data end-to-end scenario 263 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1037,Master Data requirement 37,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77764,77764,57764,"Master Data end-to-end scenario 264 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1037,Master Data requirement 37,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77765,77765,57765,"Master Data end-to-end scenario 265 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1037,Master Data requirement 37,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77766,77766,57766,"Master Data end-to-end scenario 266 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1037,Master Data requirement 37,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77767,77767,57767,"Master Data end-to-end scenario 267 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1038,Master Data requirement 38,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77768,77768,57768,"Master Data end-to-end scenario 268 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1038,Master Data requirement 38,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77769,77769,57769,"Master Data end-to-end scenario 269 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1038,Master Data requirement 38,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77770,77770,57770,"Master Data end-to-end scenario 270 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1038,Master Data requirement 38,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77771,77771,57771,"Master Data end-to-end scenario 271 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1038,Master Data requirement 38,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77772,77772,57772,"Master Data end-to-end scenario 272 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1038,Master Data requirement 38,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77773,77773,57773,"Master Data end-to-end scenario 273 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1038,Master Data requirement 38,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77774,77774,57774,"Master Data end-to-end scenario 274 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1039,Master Data requirement 39,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77775,77775,57775,"Master Data end-to-end scenario 275 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1039,Master Data requirement 39,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77776,77776,57776,"Master Data end-to-end scenario 276 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1039,Master Data requirement 39,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77777,77777,57777,"Master Data end-to-end scenario 277 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1039,Master Data requirement 39,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77778,77778,57778,"Master Data end-to-end scenario 278 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1039,Master Data requirement 39,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77779,77779,57779,"Master Data end-to-end scenario 279 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1039,Master Data requirement 39,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77780,77780,57780,"Master Data end-to-end scenario 280 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1039,Master Data requirement 39,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77781,77781,57781,"Master Data end-to-end scenario 281 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1040,Master Data requirement 40,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77782,77782,57782,"Master Data end-to-end scenario 282 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1040,Master Data requirement 40,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77783,77783,57783,"Master Data end-to-end scenario 283 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1040,Master Data requirement 40,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77784,77784,57784,"Master Data end-to-end scenario 284 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1040,Master Data requirement 40,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77785,77785,57785,"Master Data end-to-end scenario 285 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1040,Master Data requirement 40,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77786,77786,57786,"Master Data end-to-end scenario 286 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1040,Master Data requirement 40,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77787,77787,57787,"Master Data end-to-end scenario 287 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1040,Master Data requirement 40,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77788,77788,57788,"Master Data end-to-end scenario 288 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1041,Master Data requirement 41,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77789,77789,57789,"Master Data end-to-end scenario 289 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1041,Master Data requirement 41,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77790,77790,57790,"Master Data end-to-end scenario 290 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1041,Master Data requirement 41,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77791,77791,57791,"Master Data end-to-end scenario 291 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1041,Master Data requirement 41,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77792,77792,57792,"Master Data end-to-end scenario 292 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1041,Master Data requirement 41,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77793,77793,57793,"Master Data end-to-end scenario 293 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1041,Master Data requirement 41,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77794,77794,57794,"Master Data end-to-end scenario 294 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1041,Master Data requirement 41,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77795,77795,57795,"Master Data end-to-end scenario 295 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1042,Master Data requirement 42,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77796,77796,57796,"Master Data end-to-end scenario 296 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1042,Master Data requirement 42,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77797,77797,57797,"Master Data end-to-end scenario 297 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1042,Master Data requirement 42,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77798,77798,57798,"Master Data end-to-end scenario 298 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1042,Master Data requirement 42,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77799,77799,57799,"Master Data end-to-end scenario 299 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1042,Master Data requirement 42,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77800,77800,57800,"Master Data end-to-end scenario 300 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1042,Master Data requirement 42,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77801,77801,57801,"Master Data end-to-end scenario 301 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1042,Master Data requirement 42,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77802,77802,57802,"Master Data end-to-end scenario 302 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1043,Master Data requirement 43,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77803,77803,57803,"Master Data end-to-end scenario 303 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1043,Master Data requirement 43,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77804,77804,57804,"Master Data end-to-end scenario 304 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1043,Master Data requirement 43,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77805,77805,57805,"Master Data end-to-end scenario 305 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1043,Master Data requirement 43,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77806,77806,57806,"Master Data end-to-end scenario 306 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1043,Master Data requirement 43,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77807,77807,57807,"Master Data end-to-end scenario 307 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1043,Master Data requirement 43,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77808,77808,57808,"Master Data end-to-end scenario 308 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1043,Master Data requirement 43,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77809,77809,57809,"Master Data end-to-end scenario 309 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1044,Master Data requirement 44,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77810,77810,57810,"Master Data end-to-end scenario 310 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1044,Master Data requirement 44,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77811,77811,57811,"Master Data end-to-end scenario 311 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1044,Master Data requirement 44,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77812,77812,57812,"Master Data end-to-end scenario 312 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1044,Master Data requirement 44,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77813,77813,57813,"Master Data end-to-end scenario 313 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1044,Master Data requirement 44,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77814,77814,57814,"Master Data end-to-end scenario 314 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1044,Master Data requirement 44,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77815,77815,57815,"Master Data end-to-end scenario 315 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1044,Master Data requirement 44,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77816,77816,57816,"Master Data end-to-end scenario 316 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1045,Master Data requirement 45,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77817,77817,57817,"Master Data end-to-end scenario 317 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1045,Master Data requirement 45,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77818,77818,57818,"Master Data end-to-end scenario 318 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1045,Master Data requirement 45,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77819,77819,57819,"Master Data end-to-end scenario 319 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1045,Master Data requirement 45,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77820,77820,57820,"Master Data end-to-end scenario 320 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1045,Master Data requirement 45,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77821,77821,57821,"Master Data end-to-end scenario 321 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1045,Master Data requirement 45,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77822,77822,57822,"Master Data end-to-end scenario 322 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1045,Master Data requirement 45,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77823,77823,57823,"Master Data end-to-end scenario 323 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1046,Master Data requirement 46,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77824,77824,57824,"Master Data end-to-end scenario 324 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1046,Master Data requirement 46,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77825,77825,57825,"Master Data end-to-end scenario 325 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1046,Master Data requirement 46,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77826,77826,57826,"Master Data end-to-end scenario 326 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1046,Master Data requirement 46,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77827,77827,57827,"Master Data end-to-end scenario 327 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1046,Master Data requirement 46,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77828,77828,57828,"Master Data end-to-end scenario 328 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1046,Master Data requirement 46,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77829,77829,57829,"Master Data end-to-end scenario 329 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1046,Master Data requirement 46,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77830,77830,57830,"Master Data end-to-end scenario 330 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1047,Master Data requirement 47,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77831,77831,57831,"Master Data end-to-end scenario 331 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1047,Master Data requirement 47,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77832,77832,57832,"Master Data end-to-end scenario 332 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1047,Master Data requirement 47,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77833,77833,57833,"Master Data end-to-end scenario 333 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1047,Master Data requirement 47,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77834,77834,57834,"Master Data end-to-end scenario 334 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1047,Master Data requirement 47,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77835,77835,57835,"Master Data end-to-end scenario 335 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1047,Master Data requirement 47,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77836,77836,57836,"Master Data end-to-end scenario 336 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1047,Master Data requirement 47,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77837,77837,57837,"Master Data end-to-end scenario 337 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1048,Master Data requirement 48,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77838,77838,57838,"Master Data end-to-end scenario 338 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1048,Master Data requirement 48,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77839,77839,57839,"Master Data end-to-end scenario 339 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1048,Master Data requirement 48,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77840,77840,57840,"Master Data end-to-end scenario 340 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1048,Master Data requirement 48,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77841,77841,57841,"Master Data end-to-end scenario 341 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1048,Master Data requirement 48,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77842,77842,57842,"Master Data end-to-end scenario 342 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1048,Master Data requirement 48,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77843,77843,57843,"Master Data end-to-end scenario 343 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1048,Master Data requirement 48,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77844,77844,57844,"Master Data end-to-end scenario 344 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1049,Master Data requirement 49,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77845,77845,57845,"Master Data end-to-end scenario 345 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1049,Master Data requirement 49,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77846,77846,57846,"Master Data end-to-end scenario 346 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1049,Master Data requirement 49,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77847,77847,57847,"Master Data end-to-end scenario 347 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1049,Master Data requirement 49,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77848,77848,57848,"Master Data end-to-end scenario 348 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1049,Master Data requirement 49,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77849,77849,57849,"Master Data end-to-end scenario 349 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1049,Master Data requirement 49,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77850,77850,57850,"Master Data end-to-end scenario 350 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1049,Master Data requirement 49,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77851,77851,57851,"Master Data end-to-end scenario 351 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1050,Master Data requirement 50,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77852,77852,57852,"Master Data end-to-end scenario 352 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1050,Master Data requirement 50,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77853,77853,57853,"Master Data end-to-end scenario 353 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1050,Master Data requirement 50,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77854,77854,57854,"Master Data end-to-end scenario 354 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1050,Master Data requirement 50,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77855,77855,57855,"Master Data end-to-end scenario 355 — verify posting, clearing and the downstream document flow",Unexecuted,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1050,Master Data requirement 50,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77856,77856,57856,"Master Data end-to-end scenario 356 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1050,Master Data requirement 50,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77857,77857,57857,"Master Data end-to-end scenario 357 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1050,Master Data requirement 50,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77858,77858,57858,"Master Data end-to-end scenario 358 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1051,Master Data requirement 51,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77859,77859,57859,"Master Data end-to-end scenario 359 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1051,Master Data requirement 51,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77860,77860,57860,"Master Data end-to-end scenario 360 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1051,Master Data requirement 51,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77861,77861,57861,"Master Data end-to-end scenario 361 — verify posting, clearing and the downstream document flow",Blocked,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1051,Master Data requirement 51,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77862,77862,57862,"Master Data end-to-end scenario 362 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1051,Master Data requirement 51,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77863,77863,57863,"Master Data end-to-end scenario 363 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1051,Master Data requirement 51,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77864,77864,57864,"Master Data end-to-end scenario 364 — verify posting, clearing and the downstream document flow",Passed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1051,Master Data requirement 51,
GC SAP Upgrade / IR3 / Master Data / Team Basis,TR-77865,77865,57865,"Master Data end-to-end scenario 365 — verify posting, clearing and the downstream document flow",Failed,A. Sylaj,15/09/2026,SAP MM,Master Data,REQ-1052,Master Data requirement 52,
